Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0306 77.1378 152.9748 6.274e-26 1.594e-27 8.209e-33 79.4052 1061.86
DG0307 76.5837 153.5930 5.779e-26 1.550e-27 8.083e-33 72.2333 1062.9
DG0308 77.0008 153.0778 2.962e-16 2.618e-16 1.171e-16 71.0604 1063.47
DG0309 76.6196 153.6742 2.908e-16 2.270e-16 1.093e-16 76.6865 1061.97
DG0310 76.4540 153.1804 6.555e-26 1.654e-27 9.604e-33 93.7184 1061.88
DG0311 76.3283 153.2185 2.552e-16 1.970e-16 9.818e-17 152.2133 1063.76
DG0312 161.9161 169.0201 6.814e-16 4.948e-16 1.721e-16 181.1681 1217.5
DG0313 160.7867 169.2247 1.671e-16 1.325e-16 7.167e-17 68.7476 1218.04
DG0314 163.3632 168.9916 2.746e-16 2.391e-16 9.561e-17 71.5421 1218.06
DG0315 162.5667 169.0660 2.387e-16 1.937e-16 8.000e-17 59.737 1217.15
DG0316 160.9786 169.2505 2.337e-16 1.919e-16 7.910e-17 56.6909 1216.97
DG0317 162.3651 169.2091 2.809e-16 2.294e-16 1.052e-16 69.0401 1217.46
DG0318 163.0384 168.9743 2.617e-16 2.481e-16 1.054e-16 72.1291 1218.36
DG0319 161.9872 168.7024 7.711e-26 2.017e-27 1.005e-32 75.9669 1217.19
DG0320 162.1974 169.3604 2.681e-16 2.293e-16 1.043e-16 64.6013 1217.54
DG0321 161.0361 169.0746 2.386e-16 1.947e-16 8.321e-17 62.7612 1218.46
DG0322 160.6634 169.2493 2.690e-16 2.350e-16 1.079e-16 72.8458 1217.52
DG0323 162.2304 169.3848 2.327e-16 2.053e-16 9.219e-17 62.4583 1218.86
DG0324 161.1786 169.2995 1.694e-16 1.410e-16 6.348e-17 61.3767 1218.96
DG0325 53.0695 162.3775 1.374e-15 9.314e-16 3.272e-16 168.643 862.45
DG0326 53.7153 162.6280 3.620e-16 2.719e-16 1.234e-16 95.3989 861.97
DG0327 52.8877 162.3618 4.574e-16 4.324e-16 1.997e-16 95.6281 863.76
DG0328 51.5064 162.7393 3.053e-16 2.745e-16 1.197e-16 100.4108 862.07
DG0329 53.9122 162.1381 3.371e-16 2.748e-16 1.165e-16 136.3059 860.57
DG0330 52.1910 162.2340 5.202e-26 1.496e-27 6.876e-33 99.4184 861.01
DG0331 51.9048 162.9330 5.490e-26 1.417e-27 6.743e-33 91.7924 862.09
DG0332 52.3380 162.7545 4.540e-16 3.594e-16 1.653e-16 90.107 861.5
DG0333 53.0046 162.7443 3.498e-16 2.496e-16 1.210e-16 153.4833 860.89
DG0334 52.9929 162.7012 4.347e-16 3.644e-16 1.722e-16 85.7609 861.33
DG0335 52.8260 162.0964 4.827e-16 3.502e-16 1.564e-16 84.2407 862.14
DG0336 52.7801 162.3338 3.324e-16 2.893e-16 1.145e-16 201.2055 864.7
DG0337 53.7504 162.5797 4.777e-16 3.808e-16 1.788e-16 94.458 864.05
DG0338 52.7056 162.5152 3.256e-16 2.634e-16 1.213e-16 207.1055 863.51
DG0339 53.1826 162.6010 4.644e-16 3.754e-16 1.570e-16 77.4476 863.24
DG0340 52.9782 162.4496 5.259e-26 1.427e-27 6.797e-33 115.7946 863.08
DG0341 228.2408 19.9475 1.027e-16 8.618e-17 3.369e-17 63.1477 1624.8
DG0342 227.9380 19.8734 1.378e-16 1.189e-16 5.740e-17 49.8351 1625.06
DG0343 228.1980 20.0241 1.038e-16 8.132e-17 3.502e-17 64.4823 1624.4
DG0344 228.3542 20.0138 2.292e-16 1.764e-16 6.975e-17 47.4389 1624.98
DG0345 145.4467 61.1156 1.619e-16 1.361e-16 6.715e-17 67.9749 1295.69
DG0346 320.7259 99.8622 1.341e-16 1.110e-16 5.158e-17 93.8909 1508.01
DG0347 320.6464 99.9601 2.402e-16 2.100e-16 8.570e-17 53.3439 1506.41
DG0348 320.6755 99.7003 1.869e-16 1.434e-16 6.372e-17 48.8526 1505.94
DG0349 320.6276 99.8284 1.166e-16 1.048e-16 4.420e-17 62.8453 1506.16
DG0350 320.6264 99.8968 1.830e-16 1.443e-16 6.501e-17 55.3267 1506.31
DG0351 320.6209 99.8079 2.004e-16 1.724e-16 7.199e-17 58.1882 1505.82
DG0352 274.0142 70.7621 2.448e-15 2.002e-15 8.126e-16 478.313 319.73
DG0353 274.3766 70.2916 3.060e-15 2.584e-15 1.169e-15 243.634 319.05
DG0354 274.0017 70.7026 3.411e-15 2.692e-15 1.187e-15 278.6668 319.06
DG0355 273.6328 70.4718 8.338e-26 2.298e-27 1.043e-32 241.0245 319.32
DG0356 274.3827 70.8041 2.922e-15 2.403e-15 1.001e-15 231.3413 319.04
DG0357 274.4988 70.6322 2.610e-15 2.415e-15 9.734e-16 231.5015 318.51
DG0358 284.4492 103.8050 5.446e-16 3.939e-16 1.358e-16 128.0268 1432.71
DG0359 284.5572 103.9501 1.783e-16 1.344e-16 6.397e-17 49.2718 1431.15
DG0360 284.5521 104.0154 1.001e-25 2.702e-27 1.408e-32 59.1019 1433.38
DG0361 284.3733 103.6545 1.816e-16 1.457e-16 7.130e-17 49.7294 1434.35
DG0362 284.6101 103.6683 2.684e-16 2.170e-16 8.374e-17 56.9415 1431.28
DG0363 284.6035 103.8915 1.338e-16 1.029e-16 4.792e-17 55.9604 1429.13
DG0364 284.5748 103.7545 1.661e-16 1.552e-16 6.829e-17 46.0062 1431.92
DG0365 284.3951 103.9292 1.581e-16 1.466e-16 6.189e-17 49.9776 1431.1
DG0366 284.6130 103.6099 1.059e-25 2.801e-27 1.382e-32 62.9614 1430.76
DG0367 284.5934 103.8433 2.063e-16 1.678e-16 6.925e-17 53.863 1434.43
DG0368 284.3073 103.8459 1.996e-16 1.577e-16 7.538e-17 51.0236 1432.21
DG0369 284.2288 103.9511 1.913e-16 1.456e-16 6.742e-17 48.3908 1433.9
DG0370 98.4569 110.4969 1.366e-14 1.077e-14 3.126e-15 542.416 275.17
DG0371 96.4458 110.4961 4.364e-15 3.512e-15 1.516e-15 252.745 278.21
DG0372 99.5727 110.1288 5.471e-15 4.157e-15 1.997e-15 348.5103 277.57
DG0373 98.6898 109.2531 4.974e-15 4.045e-15 1.780e-15 267.1006 273.87
DG0374 96.2021 109.7617 5.424e-15 4.651e-15 1.946e-15 305.4001 278.3
DG0375 99.2630 111.5050 5.060e-15 3.839e-15 1.899e-15 325.1163 276.87
DG0376 96.4401 109.2124 5.220e-15 4.151e-15 1.882e-15 327.185 278.38
DG0377 98.2547 112.0143 4.735e-15 3.929e-15 1.710e-15 300.684 278.13
DG0378 98.1206 109.6206 1.224e-25 2.835e-27 1.500e-32 372.4765 278.52
DG0379 97.5971 108.6423 4.843e-15 4.015e-15 1.702e-15 297.4243 277.77
DG0380 96.8167 111.3333 1.126e-25 2.813e-27 1.370e-32 340.9612 273.71
DG0381 98.9285 112.3437 4.966e-15 4.431e-15 1.887e-15 290.7145 275.23
DG0382 98.7465 110.6186 6.808e-15 5.369e-15 2.060e-15 316.2738 277.06
DG0383 99.9066 110.1192 5.338e-15 3.874e-15 1.703e-15 305.8668 277.14
DG0384 99.4254 110.7244 3.246e-15 2.563e-15 1.296e-15 381.2178 277.32
DG0385 111.4298 15.6821 4.140e-15 3.231e-15 1.382e-15 253.428 296.74
DG0386 111.7993 15.7316 3.791e-15 3.394e-15 1.374e-15 274.4737 297.27
DG0387 25.8996 53.6769 4.920e-16 4.196e-16 1.876e-16 106.0851 699.31
DG0388 220.0723 113.1114 3.711e-16 2.564e-16 9.469e-17 81.2835 1864.29
DG0389 220.1289 113.1692 1.997e-25 4.925e-27 2.612e-32 53.6578 1862.88
DG0390 220.2183 113.0858 1.384e-16 1.117e-16 5.104e-17 45.6561 1864.34
DG0391 219.7994 112.9919 8.428e-17 7.544e-17 3.298e-17 48.0821 1858.44
DG0392 219.7570 113.2526 1.232e-16 1.008e-16 4.188e-17 39.7024 1861.9
DG0393 220.0193 112.8690 1.164e-16 1.010e-16 4.408e-17 40.1607 1860.59
DG0394 220.3513 113.1228 1.927e-25 5.319e-27 2.531e-32 45.8374 1860.4
DG0395 219.8128 113.2772 1.651e-16 1.356e-16 5.879e-17 38.8026 1861.17
DG0396 220.0513 113.1941 1.977e-25 5.170e-27 2.421e-32 48.7525 1859.51
DG0397 220.3543 113.0323 1.275e-16 1.122e-16 4.811e-17 39.1451 1860.36
DG0398 220.3613 112.9395 1.305e-16 1.114e-16 5.488e-17 50.9722 1864.36
DG0399 220.0206 113.2017 1.063e-16 7.587e-17 3.723e-17 67.0348 1861.98
DG0400 220.1958 113.2802 1.223e-16 9.523e-17 4.558e-17 44.8033 1860.2
DG0401 219.9382 113.2928 1.273e-16 1.020e-16 4.350e-17 39.3445 1858.96
DG0402 220.2397 113.0528 1.233e-16 1.164e-16 5.605e-17 41.5701 1863.37
DG0403 220.1289 113.0526 8.031e-17 6.808e-17 3.358e-17 103.0957 1860.49
DG0404 1.9878 68.9264 1.100e-16 9.645e-17 4.702e-17 154.6907 1489.57
DG0405 2.0829 68.8280 1.749e-16 1.407e-16 6.688e-17 47.2049 1491.74
DG0406 1.7956 68.9791 1.083e-25 2.750e-27 1.387e-32 66.9438 1490.21
DG0407 2.0520 69.0022 2.568e-16 1.913e-16 8.199e-17 44.1348 1488.77
DG0408 2.1745 69.0705 1.936e-16 1.528e-16 7.241e-17 63.174 1489.26
DG0409 1.9832 68.8124 1.813e-16 1.565e-16 7.549e-17 65.5311 1490.08
DG0410 1.8674 68.8395 2.431e-16 1.969e-16 8.208e-17 50.5179 1489.71
DG0411 2.1154 68.8331 1.152e-25 3.052e-27 1.484e-32 57.9227 1487.79
DG0412 1.8833 68.8702 1.134e-25 2.894e-27 1.480e-32 66.5215 1490.6
DG0413 359.7432 121.9227 1.605e-15 1.197e-15 3.858e-16 233.1195 787.27
DG0414 359.8177 122.3661 6.358e-16 5.335e-16 2.525e-16 110.3269 790.0
DG0415 359.7132 121.6486 4.957e-26 1.362e-27 6.684e-33 116.6492 787.61
DG0416 0.2603 121.7017 6.464e-16 5.344e-16 2.427e-16 85.3172 788.2
DG0417 359.3559 122.0227 5.585e-26 1.326e-27 6.392e-33 113.9187 791.5
DG0418 0.2561 121.9550 5.270e-26 1.462e-27 7.264e-33 114.219 786.8
DG0419 359.1712 121.8578 8.377e-16 6.745e-16 2.502e-16 99.714 788.39
DG0420 359.8074 121.7731 5.984e-16 4.665e-16 1.748e-16 103.1181 788.45
DG0421 359.5395 121.9100 5.418e-16 4.424e-16 2.070e-16 89.3307 792.22
DG0422 359.8097 121.5837 5.031e-26 1.422e-27 6.386e-33 123.0695 787.06
DG0423 359.5786 122.1672 7.920e-16 6.535e-16 2.336e-16 106.3866 786.87
DG0424 359.6605 121.6438 5.243e-16 4.777e-16 1.908e-16 92.3649 791.56
DG0425 313.3324 69.0639 2.845e-15 2.335e-15 1.081e-15 215.9202 374.73
DG0426 313.2081 68.9923 2.990e-15 2.370e-15 1.044e-15 230.0626 375.15
DG0427 313.9189 69.3616 3.014e-15 2.256e-15 1.089e-15 256.3534 374.6
DG0428 313.5101 69.4676 3.640e-15 2.864e-15 1.295e-15 266.6382 376.35
DG0429 78.9430 39.3605 1.310e-16 1.139e-16 5.399e-17 117.8588 1387.53
DG0430 78.9692 39.1906 2.023e-16 1.729e-16 8.064e-17 55.6216 1386.9
DG0431 78.9052 39.5126 1.998e-16 1.703e-16 6.958e-17 54.0195 1386.55
DG0432 78.8608 39.1517 2.209e-16 1.871e-16 9.055e-17 74.9691 1386.11
DG0433 79.0433 39.3424 2.158e-16 1.745e-16 7.909e-17 55.1487 1385.71
DG0434 78.9874 39.3839 1.559e-16 1.322e-16 5.588e-17 126.7656 1387.52
DG0435 79.1885 39.3230 2.129e-16 2.020e-16 8.103e-17 55.8897 1385.87
DG0436 171.2112 77.3402 6.076e-16 5.467e-16 2.448e-16 125.1916 649.36
DG0437 102.7582 81.3259 1.494e-14 1.140e-14 3.284e-15 601.069 301.11
DG0438 102.9700 82.4067 5.213e-15 4.449e-15 2.049e-15 343.5196 299.46
DG0439 101.8872 82.3301 1.149e-25 3.233e-27 1.496e-32 436.2741 302.56
DG0440 103.2407 82.4418 1.296e-25 3.013e-27 1.357e-32 291.1073 299.61
DG0441 102.0476 80.9063 1.290e-25 3.215e-27 1.529e-32 355.6792 301.44
DG0442 102.4897 81.7441 6.557e-15 5.060e-15 2.169e-15 339.1293 301.61
DG0443 101.9157 82.2762 5.551e-15 4.381e-15 1.781e-15 329.9099 300.58
DG0444 101.8820 81.9734 3.730e-15 3.096e-15 1.307e-15 330.6805 301.26
DG0445 103.2980 80.4824 1.279e-25 3.468e-27 1.517e-32 331.8174 304.37
DG0446 101.8253 82.1099 5.587e-15 4.740e-15 1.854e-15 317.4745 302.62
DG0447 102.6582 81.1346 5.485e-15 4.247e-15 2.040e-15 350.466 300.63
DG0448 103.3583 81.5757 1.143e-25 3.230e-27 1.481e-32 368.8805 301.83
DG0449 298.5991 50.9488 1.160e-15 8.729e-16 3.116e-16 270.9694 885.25
DG0450 298.9699 51.2104 4.306e-16 3.640e-16 1.511e-16 84.2909 885.92
DG0451 298.8453 51.2233 5.959e-16 5.035e-16 2.118e-16 89.8254 885.21
DG0452 298.6037 50.8688 3.845e-16 3.251e-16 1.582e-16 80.2982 881.72
DG0453 298.4052 51.2975 4.695e-16 3.578e-16 1.841e-16 105.0275 885.64
DG0454 298.6570 50.6312 5.840e-26 1.505e-27 6.866e-33 101.2997 884.38
DG0455 298.5821 50.6763 4.526e-16 3.440e-16 1.461e-16 78.1094 883.7
DG0456 298.4665 51.0492 5.990e-16 5.099e-16 1.899e-16 104.1173 883.0
DG0457 298.8827 50.8092 5.672e-26 1.624e-27 6.905e-33 86.2087 885.08
DG0458 298.5028 50.7991 3.944e-16 3.887e-16 1.587e-16 81.8092 884.75
DG0459 298.3661 51.4472 6.426e-16 4.800e-16 1.935e-16 79.9315 885.46
DG0460 298.3160 51.0154 3.040e-16 2.515e-16 1.101e-16 101.3108 884.87
DG0461 244.8875 167.3152 1.200e-15 1.092e-15 4.973e-16 363.2929 455.99
DG0462 244.9378 167.4488 6.229e-26 1.581e-27 8.256e-33 210.2907 455.76
DG0463 246.2670 167.4339 5.549e-26 1.827e-27 8.102e-33 176.3499 456.22
DG0464 245.0890 166.7906 1.645e-15 1.381e-15 5.591e-16 182.2385 456.7
DG0465 245.5815 167.6618 1.936e-15 1.351e-15 6.387e-16 193.4977 456.03
DG0466 246.7869 167.1834 1.574e-15 1.306e-15 5.477e-16 177.0297 456.38
DG0467 9.9132 56.5184 8.574e-16 6.901e-16 2.940e-16 169.7613 544.84
DG0468 69.6915 47.9097 3.606e-16 2.910e-16 1.231e-16 212.5099 837.37
DG0469 69.5840 47.8667 5.152e-16 3.854e-16 1.875e-16 85.3727 837.97
DG0470 69.5012 47.9276 4.818e-16 4.287e-16 1.758e-16 85.1661 837.36
DG0471 69.6470 47.8680 5.512e-26 1.535e-27 7.085e-33 86.513 836.59
DG0472 69.9450 47.7988 5.765e-16 4.369e-16 2.146e-16 99.5735 837.26
DG0473 69.4998 47.9371 5.006e-16 3.848e-16 1.934e-16 76.8466 836.52
DG0474 69.7349 48.0017 5.710e-26 1.407e-27 6.808e-33 95.9511 837.21
DG0475 147.3794 162.7996 1.356e-16 1.156e-16 5.187e-17 99.5591 1519.64
DG0476 147.6114 162.7053 1.839e-16 1.561e-16 7.732e-17 62.3991 1519.7
DG0477 147.3749 162.8878 1.078e-25 2.675e-27 1.458e-32 60.0077 1518.98
DG0478 147.4617 162.6866 1.869e-16 1.545e-16 7.374e-17 54.7453 1519.58
DG0479 147.2714 162.7407 1.792e-16 1.482e-16 7.194e-17 57.9976 1519.84
DG0480 147.3308 162.6586 1.646e-16 1.510e-16 6.417e-17 47.0346 1519.1
DG0481 189.0119 67.1565 1.038e-25 2.606e-27 1.217e-32 309.5932 295.21
DG0482 189.1682 67.2071 3.630e-15 2.836e-15 1.385e-15 243.2589 294.72
DG0483 14.3952 125.1931 1.072e-15 9.303e-16 3.843e-16 191.5279 505.16
DG0484 249.7746 140.4655 6.292e-16 4.172e-16 1.578e-16 186.9681 1309.8
DG0485 249.3109 140.2934 3.141e-16 2.531e-16 1.076e-16 55.8213 1311.97
DG0486 250.2044 140.4402 8.374e-26 2.175e-27 1.128e-32 73.275 1309.96
DG0487 249.9702 140.4715 2.215e-16 1.871e-16 8.303e-17 50.3537 1309.18
DG0488 249.9110 140.6801 2.277e-16 1.690e-16 7.510e-17 62.7078 1310.6
DG0489 249.3398 140.8314 1.980e-16 1.703e-16 7.499e-17 56.9813 1311.18
DG0490 250.0435 140.3909 1.608e-16 1.458e-16 6.419e-17 103.6767 1310.64
DG0491 249.6199 140.6498 2.306e-16 1.699e-16 7.446e-17 57.764 1310.17
DG0492 249.8713 140.1179 2.452e-16 1.982e-16 9.087e-17 65.8701 1310.05
DG0493 249.3209 140.6268 2.264e-16 2.036e-16 8.613e-17 66.9662 1312.14
DG0494 249.7859 140.1859 2.133e-16 1.739e-16 8.245e-17 57.6058 1311.61
DG0495 249.0143 140.2889 8.233e-26 1.912e-27 1.077e-32 67.8742 1309.93
DG0496 249.4215 140.5617 3.285e-16 2.457e-16 1.056e-16 58.3674 1315.38
DG0497 249.5604 141.0406 2.035e-16 1.846e-16 8.677e-17 58.7305 1313.71
DG0498 249.6681 139.9953 3.081e-16 2.658e-16 9.900e-17 58.6018 1312.61
DG0499 249.9206 140.1868 1.606e-16 1.303e-16 5.702e-17 90.3303 1311.69
DG0500 250.1079 140.4728 2.268e-16 2.003e-16 8.888e-17 70.4887 1309.79
DG0501 249.9615 140.8627 1.964e-16 1.719e-16 8.092e-17 59.9279 1313.69
DG0502 250.3396 140.1774 2.153e-16 1.658e-16 7.899e-17 49.5303 1310.08
DG0503 249.1337 140.2532 2.200e-16 1.731e-16 8.118e-17 52.4737 1313.58
DG0504 249.4635 140.0023 8.599e-26 2.109e-27 1.092e-32 67.4309 1314.68
DG0505 68.7880 104.2118 1.245e-15 9.037e-16 3.109e-16 240.6092 931.25
DG0506 68.9715 104.1691 4.321e-16 3.642e-16 1.674e-16 73.3988 929.96
DG0507 68.6336 104.5735 5.032e-16 3.974e-16 1.745e-16 99.7513 932.02
DG0508 68.6591 104.6174 4.027e-16 3.220e-16 1.438e-16 88.1422 932.65
DG0509 68.5543 104.5540 5.031e-16 4.218e-16 1.710e-16 96.0037 934.32
DG0510 68.9075 104.1511 4.349e-16 3.449e-16 1.627e-16 82.9921 929.0
DG0511 68.6970 103.8167 5.378e-26 1.466e-27 7.434e-33 118.8003 933.53
DG0512 68.8598 104.5487 4.377e-16 3.604e-16 1.486e-16 83.6708 932.76
DG0513 68.8431 104.0984 5.244e-16 3.753e-16 1.747e-16 91.334 929.03
DG0514 68.3438 104.5319 4.172e-16 3.276e-16 1.505e-16 93.0733 932.62
DG0515 68.9981 104.1296 3.370e-16 2.838e-16 1.261e-16 171.5314 931.18
DG0516 68.7386 104.3998 2.986e-16 2.613e-16 1.154e-16 174.2324 930.5
DG0517 68.7828 104.6256 5.317e-26 1.442e-27 6.312e-33 101.6556 928.92
DG0518 68.8705 104.4423 3.909e-16 3.828e-16 1.734e-16 95.0643 929.82
DG0519 182.0720 68.4435 3.568e-15 2.907e-15 1.241e-15 510.6832 287.61
DG0520 181.7370 68.6670 3.224e-15 2.720e-15 1.082e-15 329.4004 288.0
DG0521 182.6656 68.7208 4.441e-15 3.586e-15 1.595e-15 300.6419 286.55
DG0522 181.8338 67.8044 1.128e-25 2.894e-27 1.335e-32 267.8324 286.41
DG0523 181.5720 68.4691 1.114e-25 2.961e-27 1.351e-32 350.8698 287.17
DG0524 182.3685 69.1212 4.787e-15 4.019e-15 1.700e-15 276.8635 288.26
DG0525 16.5518 122.3123 1.284e-16 1.024e-16 4.917e-17 125.9186 1405.15
DG0526 16.7398 122.3404 1.413e-16 1.235e-16 5.470e-17 73.9315 1406.66
DG0527 16.3346 122.2723 2.014e-16 1.883e-16 7.699e-17 64.4207 1404.72
DG0528 16.6048 122.2929 1.899e-16 1.617e-16 6.445e-17 51.2205 1406.22
DG0529 16.4327 122.4037 2.619e-16 2.280e-16 9.009e-17 48.1226 1404.88
DG0530 16.4310 122.4066 2.089e-16 1.836e-16 8.280e-17 60.1005 1404.95
DG0531 16.4959 122.2583 2.169e-16 1.814e-16 7.621e-17 59.5191 1407.63
DG0532 16.4268 122.3638 2.180e-16 1.809e-16 8.859e-17 59.0018 1405.25
DG0533 16.7663 122.3754 9.022e-26 2.680e-27 1.310e-32 64.5108 1405.14
DG0534 228.4901 146.3784 1.132e-16 1.038e-16 4.302e-17 113.5908 1579.18
DG0535 228.7532 146.4434 1.694e-16 1.576e-16 6.818e-17 57.47 1578.77
DG0536 228.5477 146.4383 1.211e-25 2.705e-27 1.395e-32 64.6765 1579.44
DG0537 228.4946 146.3345 1.195e-16 9.592e-17 4.673e-17 70.0021 1577.83
DG0538 228.6830 146.2102 1.754e-16 1.268e-16 6.201e-17 39.1106 1578.4
DG0539 228.3303 146.3603 1.483e-16 1.337e-16 5.742e-17 47.7306 1578.24
DG0540 228.6782 146.3346 2.392e-16 1.945e-16 7.322e-17 59.8781 1579.13
DG0541 228.4173 146.3365 1.271e-25 3.313e-27 1.398e-32 62.3113 1580.29
DG0542 257.7771 133.1120 9.178e-17 7.342e-17 3.517e-17 32.497 2180.74
DG0543 257.7676 133.1005 9.492e-17 8.489e-17 4.276e-17 39.544 2180.81
DG0544 257.7359 133.1132 9.776e-17 8.723e-17 3.732e-17 36.1932 2180.95
DG0545 288.8422 49.2233 2.108e-16 1.959e-16 8.645e-17 200.1391 1018.5
DG0546 288.4376 49.2530 3.537e-16 2.943e-16 1.267e-16 71.8844 1018.3
DG0547 288.7144 49.3083 6.021e-26 1.605e-27 7.581e-33 101.3395 1018.53
DG0548 288.8219 48.9414 4.042e-16 3.254e-16 1.515e-16 93.9142 1016.91
DG0549 288.9668 48.8991 4.502e-16 3.088e-16 1.459e-16 82.988 1017.28
DG0550 288.8096 49.2392 2.691e-16 2.053e-16 9.559e-17 167.6941 1016.81
DG0551 288.8977 49.2984 6.230e-26 1.582e-27 7.578e-33 82.911 1017.04
DG0552 289.1159 49.2991 2.534e-16 2.229e-16 1.015e-16 97.5979 1016.79
DG0553 288.8019 49.2569 2.606e-16 1.987e-16 8.926e-17 149.0027 1018.61
DG0554 48.9449 60.4953 7.510e-16 5.645e-16 2.698e-16 230.1433 551.86
DG0555 49.2785 60.4096 1.198e-15 9.663e-16 4.494e-16 183.9277 550.96
DG0556 48.8239 60.7604 1.041e-15 9.341e-16 3.499e-16 121.2001 550.22
DG0557 48.8765 60.4862 1.150e-15 9.598e-16 4.144e-16 144.2509 549.87
DG0558 48.7026 60.5051 1.173e-15 8.911e-16 4.211e-16 134.0789 551.31
DG0559 272.5653 111.5635 2.055e-16 1.789e-16 7.619e-17 80.1156 1184.41
DG0560 272.4917 111.6061 6.848e-26 1.769e-27 9.186e-33 78.157 1183.39
DG0561 272.6142 111.6383 3.157e-16 2.650e-16 1.206e-16 70.8948 1183.98
DG0562 308.3205 101.5003 1.551e-15 1.115e-15 3.546e-16 208.8749 839.61
DG0563 308.2297 101.3030 5.231e-26 1.527e-27 6.565e-33 93.1232 838.07
DG0564 308.1592 101.8739 6.858e-16 6.231e-16 2.327e-16 89.7182 840.14
DG0565 308.3413 101.4888 5.243e-26 1.370e-27 7.150e-33 86.828 841.01
DG0566 308.3635 101.6259 5.197e-16 4.037e-16 1.772e-16 98.2002 839.63
DG0567 308.6005 101.4342 4.959e-16 4.364e-16 1.895e-16 84.1711 839.9
DG0568 308.0885 101.4840 5.815e-16 3.900e-16 1.987e-16 92.917 842.76
DG0569 308.4923 101.4425 5.678e-16 4.741e-16 2.227e-16 107.3198 842.26
DG0570 308.1399 101.2672 5.690e-16 4.471e-16 2.253e-16 112.7132 840.69
DG0571 308.0783 101.6077 5.800e-26 1.520e-27 6.736e-33 94.6758 841.41
DG0572 308.6176 101.8963 5.775e-16 4.351e-16 1.780e-16 84.0168 841.73
DG0573 54.2833 100.4965 3.713e-16 2.845e-16 1.018e-16 86.3725 1712.39
DG0574 54.1182 100.5837 9.360e-17 7.354e-17 3.315e-17 64.3613 1716.9
DG0575 53.9712 100.5336 1.386e-16 1.012e-16 5.087e-17 38.7277 1713.6
DG0576 53.9835 100.3354 1.639e-16 1.329e-16 5.559e-17 52.0323 1714.28
DG0577 54.2994 100.6028 1.077e-16 8.465e-17 4.649e-17 85.224 1718.91
DG0578 54.5141 100.6463 9.837e-17 8.583e-17 3.581e-17 52.4193 1715.26
DG0579 54.0782 100.5808 1.810e-16 1.626e-16 6.829e-17 43.2434 1715.39
DG0580 54.0474 100.5373 1.398e-16 1.286e-16 5.709e-17 51.8782 1714.62
DG0581 54.3635 100.5687 8.675e-17 7.335e-17 3.262e-17 55.8445 1712.49
DG0582 54.5206 100.2844 1.300e-16 1.015e-16 5.285e-17 41.7046 1714.33
DG0583 54.2241 100.2581 1.019e-16 7.650e-17 3.112e-17 53.4664 1713.27
DG0584 54.4518 100.6295 1.339e-25 4.133e-27 1.899e-32 57.7048 1716.45
DG0585 54.3928 100.4087 1.393e-16 1.054e-16 4.721e-17 43.8093 1716.05
DG0586 54.1857 100.2507 1.350e-16 1.330e-16 5.716e-17 57.261 1716.36
DG0587 54.0812 100.3543 9.419e-17 8.153e-17 3.686e-17 56.7908 1716.98
DG0588 54.4888 100.4896 1.453e-16 1.259e-16 5.243e-17 43.8233 1718.19
DG0589 54.0875 100.6982 1.255e-16 1.040e-16 5.455e-17 46.1746 1718.79
DG0590 54.1342 100.7385 1.225e-16 1.166e-16 4.476e-17 42.923 1715.92
DG0591 136.5385 39.3171 5.510e-16 4.307e-16 1.790e-16 96.9125 932.21
DG0592 136.5618 39.2758 4.176e-16 3.366e-16 1.501e-16 82.3964 932.7
DG0593 136.6393 39.2005 5.841e-26 1.475e-27 6.884e-33 107.4939 932.44
DG0594 136.8092 39.0614 2.945e-16 2.217e-16 1.094e-16 85.5518 932.58
DG0595 185.9271 168.7581 9.305e-16 6.997e-16 2.062e-16 153.5046 1085.46
DG0596 184.2396 168.8444 6.571e-26 1.789e-27 8.311e-33 80.9324 1084.83
DG0597 186.6946 168.4942 3.091e-16 2.539e-16 1.109e-16 73.2292 1083.37
DG0598 185.9936 169.0498 3.002e-16 2.556e-16 1.133e-16 69.3609 1083.27
DG0599 184.4899 168.6632 3.085e-16 2.543e-16 1.152e-16 61.3243 1084.67
DG0600 186.4934 168.8191 3.329e-16 2.827e-16 1.313e-16 73.3304 1083.34
DG0601 185.6557 168.6020 3.325e-16 2.424e-16 1.134e-16 73.1292 1084.52
DG0602 187.3718 168.6175 2.903e-16 2.425e-16 1.157e-16 60.0797 1083.23
DG0603 186.4461 168.9992 2.936e-16 2.422e-16 1.082e-16 74.5965 1083.71
DG0604 184.9736 168.9130 3.172e-16 2.124e-16 1.070e-16 64.5152 1084.56
DG0605 235.6001 53.0522 3.662e-15 3.213e-15 1.232e-15 568.7015 271.9
DG0606 235.2260 52.3914 5.342e-15 4.459e-15 1.733e-15 365.6278 273.18
DG0607 235.5596 53.9102 4.745e-15 3.323e-15 1.556e-15 248.3326 273.18
DG0608 234.7054 52.4941 4.731e-15 3.376e-15 1.605e-15 266.8273 272.06
DG0609 234.9655 52.5658 5.653e-15 4.297e-15 2.004e-15 314.38 272.04
DG0610 236.2044 53.2612 1.229e-25 3.067e-27 1.448e-32 320.7137 273.16
DG0611 69.3011 161.4360 3.665e-16 3.267e-16 1.396e-16 222.6463 727.49
DG0612 68.9083 161.2394 5.190e-26 1.385e-27 7.004e-33 96.8546 727.55
